miRNAs	HEK_Pellet_SDPR_1	HEK_Pellet_PRTF_1	HEK_Pellet_CAV_1	HEK_Pellet_PN4-11_1	HEK_Pellet_PRKCA4_1	HEK_Pellet_SDPR_2	HEK_Pellet_PRTF_2	HEK_Pellet_CAV_2	HEK_Pellet_PN4-11_2	HEK_Pellet_PRKCA4_2	HEK_Pellet_SDPR_3	HEK_Pellet_PRTF_3	HEK_Pellet_CAV_3	HEK_Pellet_PN4-11_3	HEK_Pellet_PRKCA4_3	HEK_Exosome_PTRF_1	HEK_Exosome_SDPR_1	HEK_Exosome_CAV_1	HEK_Exosome_PN4-11_1	HEK_Exosome_PRKCA4_1	HEK_Exosome_SDPR_2	HEK_Exosome_PRTF_2	HEK_Exosome_CAV_2	HEK_Exosome_PN4-11_2	HEK_Exosome_PRKCA4_2	HEK_Exosome_SDPR_3	HEK_Exosome_PRTF_3	HEK_Exosome_CAV_3	HEK_Exosome_PN4-11_3	HEK_Exosome_PRKCA4_3	PC3_Pellet_GFP_4.3	PC3_Pellet_CAV1_4.3	PC3_Pellet_CAV2_4.3	PC3_Pellet_CAV3_4.3	PC3_Pellet_GFP_23.3	PC3_Pellet_CAV2_23.3Q	PC3_Pellet_CAV2_23.3	PC3_Pellet_CAV3_23.3	PC3_Pellet_GFP_6.3	PC3_Pellet_CAV1_6.3	PC3_Pellet_CAV2_6.3	PC3_Pellet_CAV3_23.3F	PC3_Exosome_GFP_4.3	PC3_Exosome_CAV1_4.3	PC3_Exosome_CAV2_4.3	PC3_Exosome_CAV3_4.3	PC3_Exosome_GFP_23.3	PC3_Exosome_CAV1_23.3	PC3_Exosome_CAV2_23.3	PC3_Exosome_CAV3_23.3	PC3_Exosome_GFP_6.3	PC3_Exosome_CAV1_6.3	PC3_Exosome_CAV2_6.3	PC3_Exosome_CAV3_6.3
hsa-miR-548l-3p	4	4	6	5	0	0	4	2	2	10	6	3	6	9	5	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	2	1	2	0	0	0	0	0	0	3	1	0	0	0	0	1
hsa-miR-4254-3p	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6758-3p	2	4	6	4	0	0	7	3	1	3	1	0	3	1	1	1	2	0	3	0	0	1	0	0	0	0	0	2	1	3	0	1	0	0	1	0	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
hsa-miR-4518-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-1262-5p	2	3	14	19	0	0	21	4	10	1	7	3	6	4	2	14	13	4	5	8	3	5	0	2	3	0	0	8	1	9	0	0	0	0	3	0	2	0	0	0	0	0	2	1	2	2	0	0	0	1	0	0	6	0
hsa-miR-146b-3p	6	9	12	12	0	0	9	9	19	1	15	7	7	7	7	2	3	0	1	1	0	0	0	0	0	0	0	3	0	1	1	3	1	6	3	1	3	2	3	4	0	4	0	1	0	1	0	2	1	1	0	0	0	0
hsa-miR-3173-5p	7	7	22	11	0	0	11	6	11	3	5	0	8	7	2	5	1	0	3	0	0	0	0	0	1	0	0	8	0	2	1	5	0	1	0	0	0	0	1	1	0	1	2	1	0	0	1	0	0	0	0	0	2	0
hsa-miR-4778-3p	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4647-5p	0	1	1	3	0	0	4	2	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	3	0	0	1	1	2	0	0	0	1	1
hsa-miR-3143-3p	0	2	7	4	0	0	3	6	2	3	0	2	0	5	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4689-5p	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4685-3p	2	0	1	1	0	0	0	0	0	0	3	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
hsa-miR-383-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-656-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
hsa-miR-552-5p	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4656-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273f-5p	3	5	6	10	0	0	10	6	8	4	4	1	6	4	1	63	43	10	28	26	23	24	15	17	42	8	0	75	9	162	5	14	7	9	12	6	18	10	18	10	6	10	1	3	1	5	8	3	0	6	2	0	18	1
hsa-miR-4539-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664b-3p	3	0	1	2	1	0	0	1	0	4	7	0	7	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6826-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-648-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-124-2-3p	2	0	5	5	0	0	0	3	1	0	1	0	0	1	0	5	6	0	4	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-5p	26	9	15	10	0	1	11	19	14	20	4	25	13	33	36	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	13	7	3	4	7	9	1	7	13	12	6	6	6	5	1	0	4	0	4	1	0	0	2	1
hsa-miR-548d-1-5p	17	22	66	46	0	0	26	37	19	40	12	15	10	26	24	67	38	16	52	25	18	28	0	8	34	1	0	28	3	36	2	5	1	0	4	6	1	2	0	1	3	3	13	13	2	8	7	8	1	7	0	0	22	0
hsa-miR-600-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5699-5p	1	1	9	8	0	0	7	2	4	7	2	1	1	7	5	0	1	0	1	1	0	1	0	2	1	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	1	1	0	0	1	1
hsa-miR-203a-3p	14	20	44	22	3	10	26	32	12	18	7	22	8	21	12	79	32	8	91	27	10	12	10	9	19	6	2	47	24	58	948	1156	142	566	4055	295	608	635	2067	676	484	753	1802	769	368	509	2052	827	346	744	185	7	649	219
hsa-miR-4419b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4455-5p	2	4	2	1	0	0	0	1	0	7	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19b-2-3p	3167	1762	3773	3120	4	12	1664	2816	1662	3188	616	1436	1445	2892	2820	553	301	303	466	304	184	149	20	128	118	9	7	219	68	211	977	444	117	199	1342	353	459	472	1220	571	649	907	700	235	169	54	566	194	228	301	115	14	264	253
hsa-miR-556-3p	23	38	25	31	0	0	22	22	20	41	16	11	13	29	16	1	1	0	0	1	2	1	0	0	0	0	0	0	1	0	1	6	0	1	1	0	1	0	4	3	4	3	1	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-592-5p	222	383	258	341	0	2	236	467	304	359	105	166	241	413	172	90	32	82	69	79	2	6	3	5	1	1	0	30	9	19	1	3	0	0	0	1	3	1	0	1	1	0	5	0	0	0	0	2	0	1	1	1	2	1
hsa-miR-1228-5p	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
hsa-miR-891b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-513c-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1207-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181a-1-3p	284	526	321	255	2	1	412	275	308	358	502	209	436	390	283	21	15	24	28	43	17	1	4	9	11	3	0	27	9	44	90	113	50	85	46	54	50	68	123	64	103	56	40	37	38	45	64	34	38	58	7	0	23	18
hsa-miR-3152-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-147a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-618-5p	180	106	241	222	0	0	141	156	120	194	78	56	101	148	88	17	9	11	31	14	2	2	1	4	12	0	0	13	5	20	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0
hsa-miR-4708-3p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	6	9	0	1	1	0	1	1	0	5	0	2	2	3	2	0	0	6	1
hsa-miR-6505-3p	1	1	3	3	0	0	1	4	1	2	2	2	3	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	2	0	0	0	0	0	2	1	3	0	0	1	0
hsa-miR-580-3p	11	11	35	15	0	0	18	10	11	13	8	11	15	10	10	2	4	0	2	1	0	1	0	1	1	0	0	2	0	1	1	1	0	2	2	0	1	1	0	0	3	1	0	1	0	0	0	0	1	1	0	0	1	0
hsa-miR-6820-5p	0	2	3	0	0	0	2	0	2	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
hsa-miR-1269b-5p	10	36	38	26	2	0	49	23	59	27	3	3	34	9	20	3	0	2	5	1	0	0	0	0	1	0	0	4	2	8	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-3960-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2116-3p	0	0	4	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0
hsa-miR-4771-1-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1180-3p	934	1540	1780	1860	1	4	1776	1887	1605	1694	1086	706	1355	1401	1008	619	264	488	297	699	108	94	76	59	120	37	1	373	261	639	83	252	50	137	94	89	105	94	189	79	133	62	179	206	195	183	101	131	85	143	37	6	202	29
hsa-miR-488-3p	17	5	4	6	0	0	3	3	1	9	4	1	2	5	11	0	2	3	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-548a-3-5p	2	7	0	2	0	0	3	4	2	7	1	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	1	0	2	0	2	0	2	0	0	0	0	0	0	0	0
hsa-miR-3919-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	5	6	11	10	6	15	3	6	28	12	8	13	8	7	4	6	8	8	0	0	10	2
hsa-miR-3150a-5p	1	10	3	11	0	0	11	5	2	6	7	4	6	5	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	1	1	1	2	3	0	0	0	3	0	0	0	1	1	1	2	0	0	3	0
hsa-miR-5682-3p	0	0	3	1	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3074-5p	5	13	17	12	0	0	22	12	9	11	24	6	19	13	10	5	1	2	5	4	0	0	0	1	1	0	0	2	0	6	2	2	1	0	1	1	2	1	1	2	2	1	2	1	1	2	3	5	1	3	1	0	1	0
hsa-miR-5689-5p	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	2	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6781-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548x-2-3p	1	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	14	2	8	14	13	13	18	10	7	9	8	32	11	16	17	22	19	16	27	0	0	15	6
hsa-miR-6819-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5692c-2-5p	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6734-5p	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
hsa-miR-3174-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094-5p	1	7	9	4	0	0	0	4	2	8	4	2	10	3	1	4	2	0	1	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1
hsa-miR-6816-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-198-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-548b-3p	31	19	8	21	0	0	16	30	10	35	10	21	9	30	37	10	2	6	8	4	6	2	1	1	0	0	0	2	1	8	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4511-3p	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6754-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4654-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-566-3p	2	1	8	4	0	0	1	2	2	5	2	0	1	3	0	33	23	7	31	16	4	19	3	8	30	1	0	48	13	51	1	7	2	5	6	1	2	5	5	1	2	3	2	0	5	2	4	0	2	0	0	0	13	0
hsa-miR-941-1-5p	0	1	2	2	0	0	3	2	1	2	4	0	4	4	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-148a-5p	981	2009	1054	936	1	3	1383	1256	1199	1336	943	437	998	823	612	57	43	37	36	38	37	10	4	11	18	7	3	64	41	63	309	296	38	129	240	83	71	289	384	118	100	216	113	65	41	48	143	99	62	135	29	6	41	45
hsa-miR-3943-3p	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-194-1-5p	44	46	156	85	0	0	90	35	71	47	72	22	52	70	35	30	18	6	109	7	1	16	4	12	7	1	0	29	2	26	13	37	0	19	67	13	30	15	21	19	7	17	25	16	23	27	60	14	16	43	5	0	37	7
hsa-miR-4477b-3p	2	2	2	1	0	0	2	0	4	3	1	0	3	2	2	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0
hsa-miR-4676-5p	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-1-5p	3271	4597	16133	8028	96	117	12444	5053	4901	3450	2989	1023	4530	2542	1618	896	1459	471	1460	582	284	282	102	447	579	77	29	1659	560	2351	5501	36278	13809	21555	43903	17240	41408	12548	14269	9914	12117	13591	13617	10642	10944	10661	9265	7735	7159	11111	1944	70	40246	5820
hsa-miR-194-2-3p	0	2	4	0	0	0	1	2	4	1	1	0	3	2	3	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	1	0	0	0	2	0	0	0	0	2	0	1	1	1	0	0	0	0	5	0
hsa-miR-548ax-3p	1	1	2	0	0	0	0	3	1	2	1	0	2	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3692-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2276-3p	0	1	5	7	0	0	2	0	0	0	5	1	2	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0
hsa-miR-411-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
hsa-miR-6846-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4645-3p	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0
hsa-miR-548h-3-5p	42	65	31	39	0	0	45	47	32	73	42	48	35	59	35	10	12	11	14	26	6	6	6	1	7	3	0	15	2	6	0	1	0	0	2	0	0	0	1	0	0	0	1	2	1	0	1	0	0	2	0	0	0	2
hsa-miR-3180-1-5p	1	2	1	1	0	0	4	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-642b-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6770-2-3p	0	1	2	0	0	0	0	2	1	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
hsa-miR-520g-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4787-3p	19	6	16	20	0	0	34	11	24	13	23	19	11	21	14	5	2	3	0	2	2	1	0	1	2	0	0	1	0	2	3	0	0	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-3125-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	3	0	0	0	1	0	0	2	0
hsa-miR-214-3p	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4502-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5196-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4721-3p	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-3-5p	3278	4603	16180	8069	96	116	12514	5070	4925	3461	3012	1029	4547	2557	1626	907	1458	472	1466	584	290	287	103	450	582	77	29	1673	567	2372	5484	36274	13801	21559	43869	17227	41419	12548	14277	9905	12126	13581	13651	10655	10966	10675	9278	7746	7173	11137	1947	72	40299	5833
hsa-miR-210-3p	338	181	574	338	2	1	319	282	319	267	217	97	296	255	300	202	217	69	216	104	19	26	8	14	39	3	0	74	12	62	206	600	325	659	410	974	1140	601	246	250	337	783	95	129	251	152	148	166	290	352	14	2	325	86
hsa-miR-3202-1-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6841-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-599-5p	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4287-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4428-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3654-3p	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0
hsa-miR-4690-3p	2	2	7	5	0	0	1	1	6	2	6	2	1	0	4	2	1	0	0	1	0	0	1	0	0	0	0	0	0	1	2	5	0	3	6	2	2	4	0	1	3	4	2	0	2	2	0	1	1	1	0	0	4	2
