Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-186763,Downstream signal transduction,34,382,0.031570248,0.609216048,0.609216048,45,103,0.010626225,48887,Homo sapiens,CDKN1B;PSMD11;RPN2;YWHAB;SHC1;IRS1;PTEN;PIK3CD;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;PPP2R1B;PSMD2;MAPK1;THEM4;JAK1;GAB1;FRS2;PPP2R5C;KBTBD6;AGO3;PRKAR1A;PSME4;AGO2;GRB2;TNRC6A;TNRC6B,,R-HSA-5672980;R-HSA-5674132;R-HSA-8857925;R-HSA-2318752;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-186826;R-HSA-5675417;R-HSA-5672966;R-HSA-186834;R-HSA-199443;R-HSA-5675206;R-HSA-5672965;R-HSA-2321904;R-HSA-5674373;R-HSA-198613;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-6811504;R-HSA-6811454;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-199456;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-2316434;R-HSA-5675431;R-HSA-198640;R-HSA-111925;R-HSA-6811472;R-HSA-5675373;R-HSA-5675433
R-HSA-114608,Platelet degranulation ,12,137,0.011322314,0.611076436,0.611076436,5,11,0.00113484,48887,Homo sapiens,APOOL;HSPA5;APLP2;SERPINE1;STXBP2;HABP4;CDC37L1;PHACTR2;RAB27B;LHFPL2;A1BG;THBS1,,R-HSA-481044;R-HSA-482772;R-HSA-481009-2;R-HSA-481007;R-HSA-351323
R-HSA-212436,Generic Transcription Pathway,93,1032,0.085289256,0.611384595,0.611384595,240,342,0.035283194,48887,Homo sapiens,YWHAE;CDKN1B;GTF2H2C;YWHAB;ZNF490;SERPINE1;UBE2D3;PTEN;PRDM1;MED13;SESN3;TRIM28;PPP2R1B;MYC;MYBL2;ZNF324;ZNF200;TGIF2;PRMT1;PPP2R5C;YWHAZ;RUNX2;NRBP1;COX6B1;CCNA2;TFDP1;ZNF92;CCNE2;TP53;YAP1;PRKAA1;PCNA;PRKAA2;NOTCH1;HDAC1;NR1I2;TGFA;NDRG1;AURKB;EGFR;POLR2B;POLR2C;ZNF621;ZNF543;ESRRA;SMAD2;ZNF264;JUN;SMAD3;ZNF460;MRE11A;RPA2;TNFRSF10B;ARID3A;GTF2H1;GTF2H2;MLH1;MAPK14;ESR2;GATAD2B;NR2F6;CNOT4;AGO3;AGO2;RQCD1;MKRN3;BAX;CYCS;TAF4B;ATM;TNRC6A;TNRC6B,,R-HSA-6799462;R-HSA-2187303;R-HSA-6805103;R-HSA-2187309;R-HSA-6800490;R-HSA-6805109;R-HSA-6791285;R-HSA-6805620;R-HSA-187934;R-HSA-2187325;R-HSA-6791291;R-HSA-6799431;R-HSA-6805059;R-HSA-8869549;R-HSA-69685;R-HSA-3222020;R-HSA-6799441;R-HSA-8869566;R-HSA-2064932;R-HSA-870449;R-HSA-2187293;R-HSA-6798374;R-HSA-3222128;R-HSA-6798372;R-HSA-6805035;R-HSA-3222116;R-HSA-8864466;R-HSA-6799409;R-HSA-3239014;R-HSA-8864989;R-HSA-2187388;R-HSA-6799418;R-HSA-6799416;R-HSA-6801415;R-HSA-8864999;R-HSA-6804998;R-HSA-2187330;R-HSA-6804996;R-HSA-376419;R-HSA-6800396;R-HSA-3222093;R-HSA-6801637;R-HSA-6805730;R-HSA-6804194;R-HSA-6804193;R-HSA-8865280;R-HSA-870538;R-HSA-5632732;R-HSA-6805740;R-HSA-139913;R-HSA-6801641;R-HSA-6802165;R-HSA-6791409;R-HSA-2032775;R-HSA-1989766;R-HSA-209055;R-HSA-6805755;R-HSA-6802170;R-HSA-6799097;R-HSA-2187395;R-HSA-5632759;R-HSA-6798020;R-HSA-6791363;R-HSA-6801089;R-HSA-6798031;R-HSA-5632766;R-HSA-5632738;R-HSA-6804191;R-HSA-6798044;R-HSA-6804188;R-HSA-6791387;R-HSA-3700984;R-HSA-6792871;R-HSA-3222259;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-975040;R-HSA-6797993;R-HSA-6791349;R-HSA-6791348;R-HSA-6798004;R-HSA-6801087;R-HSA-6805126;R-HSA-6805638;R-HSA-6791302;R-HSA-6805122;R-HSA-2031355;R-HSA-6800001;R-HSA-2179274;R-HSA-3222237;R-HSA-2179276;R-HSA-6791306;R-HSA-2106579;R-HSA-6805650;R-HSA-6791327;R-HSA-6792863;R-HSA-2106586;R-HSA-6791323;R-HSA-2106591;R-HSA-5693609;R-HSA-6796647;R-HSA-4331331;R-HSA-3215152;R-HSA-349455;R-HSA-4331340;R-HSA-6796649;R-HSA-3215144;R-HSA-6800253;R-HSA-6800250;R-HSA-6806394;R-HSA-6806392;R-HSA-5632887;R-HSA-5632892;R-HSA-3700992;R-HSA-3700997;R-HSA-6803801;R-HSA-6797606;R-HSA-6805285;R-HSA-6801184;R-HSA-6798126;R-HSA-6792491;R-HSA-2186607;R-HSA-5629189;R-HSA-6804276;R-HSA-1484099;R-HSA-5629187;R-HSA-6798129;R-HSA-6797616;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-170847;R-HSA-6798138;R-HSA-6801209;R-HSA-6803719;R-HSA-6798082;R-HSA-6798081;R-HSA-6801166;R-HSA-8865256;R-HSA-6798615;R-HSA-6798611;R-HSA-6804242;R-HSA-8865265;R-HSA-5633314;R-HSA-6805276;R-HSA-6804762;R-HSA-6805479;R-HSA-2318752;R-HSA-6799332;R-HSA-212352;R-HSA-6803425;R-HSA-6798304;R-HSA-212356;R-HSA-6803437;R-HSA-163214;R-HSA-6803946;R-HSA-5631941;R-HSA-5628871;R-HSA-212380;R-HSA-6799815;R-HSA-6797766;R-HSA-3215251;R-HSA-6791109;R-HSA-6800836;R-HSA-6797763;R-HSA-6803917;R-HSA-173481;R-HSA-6801355;R-HSA-6803914;R-HSA-6798282;R-HSA-6804425;R-HSA-6803400;R-HSA-5628901;R-HSA-2186643;R-HSA-173488;R-HSA-6793685;R-HSA-5632993;R-HSA-140214;R-HSA-5628899;R-HSA-6803935;R-HSA-2127257;R-HSA-6805470;R-HSA-69562;R-HSA-6798299;R-HSA-6804955;R-HSA-6804441;R-HSA-6803875;R-HSA-6799777;R-HSA-3222006;R-HSA-5632914;R-HSA-5632924;R-HSA-2176491;R-HSA-5631903;R-HSA-2321904;R-HSA-5633414;R-HSA-212432;R-HSA-6803892;R-HSA-2186741;R-HSA-6804402;R-HSA-6803890;R-HSA-2176503;R-HSA-2176502;R-HSA-5632386;R-HSA-6800816;R-HSA-6803391;R-HSA-2186747;R-HSA-6793661;R-HSA-8871260;R-HSA-6803388;R-HSA-6798268;R-HSA-5632393;R-HSA-5633460;R-HSA-6806405;R-HSA-8871266;R-HSA-8871265;R-HSA-6804879;R-HSA-6799246;R-HSA-6806413;R-HSA-173545;R-HSA-6806412;R-HSA-3221982;R-HSA-6806408;R-HSA-6805399;R-HSA-6800279;R-HSA-6806423;R-HSA-5633441;R-HSA-6806419;R-HSA-6803858;R-HSA-6806417;R-HSA-6799761;R-HSA-6797712;R-HSA-6803871;R-HSA-6804383;R-HSA-2176475;R-HSA-380927;R-HSA-6804379;R-HSA-5632939;R-HSA-6806425;R-HSA-3215310
R-HSA-1566948,Elastic fibre formation,4,46,0.003801653,0.61357328,0.61357328,13,17,0.001753843,48887,Homo sapiens,MFAP3;ITGB8;ITGA5;FBN1,,R-HSA-2328033;R-HSA-2161282;R-HSA-2328037;R-HSA-2129385;R-HSA-2129353;R-HSA-2396399;R-HSA-2129357;R-HSA-2129362;R-HSA-2328048;R-HSA-2396029;R-HSA-1592387;R-HSA-2395320;R-HSA-2129375
R-HSA-2586552,Signaling by Leptin,24,272,0.022479339,0.616260414,0.616260414,35,58,0.0059837,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;SOCS3;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-2672302;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-2586555;R-HSA-2671862;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-2671873;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-5675431;R-HSA-5675373;R-HSA-5675433
R-HSA-211000,Gene Silencing by RNA,10,115,0.009504132,0.617314999,0.617314999,19,35,0.003610853,48887,Homo sapiens,HSP90AA1;AGO3;H2AFZ;POLR2B;POLR2C;AGO2;DROSHA;DICER1;TNRC6A;TNRC6B,,R-HSA-5578965;R-HSA-2106625;R-HSA-5578966;R-HSA-5578742;R-HSA-426464;R-HSA-5578712;R-HSA-5578744;R-HSA-5601883;R-HSA-5601926;R-HSA-203862;R-HSA-210805;R-HSA-2106614;R-HSA-203893;R-HSA-2106615;R-HSA-426522;R-HSA-203934;R-HSA-426520;R-HSA-203901;R-HSA-426489
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,7,81,0.006694215,0.619435464,0.619435464,6,7,7.22E-04,48887,Homo sapiens,CAST;CBX3;H2AFZ;HDAC1;RPA2;BAZ1B;GATAD2B,,R-HSA-427383;R-HSA-5250930;R-HSA-5250947;R-HSA-5250938;R-HSA-427404;R-HSA-427336
R-HSA-187687,Signalling to ERKs,25,284,0.023471074,0.622166577,0.622166577,49,63,0.006499536,48887,Homo sapiens,PSMD11;RPN2;KIDINS220;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;MAPK14;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-171011;R-HSA-5675206;R-HSA-167056;R-HSA-5672950;R-HSA-5685366;R-HSA-5672951;R-HSA-169891;R-HSA-169895;R-HSA-5675376;R-HSA-5672958;R-HSA-5674366;R-HSA-187688;R-HSA-5672957;R-HSA-5672954;R-HSA-169901;R-HSA-169904;R-HSA-167217;R-HSA-169905;R-HSA-5675373;R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-170964;R-HSA-5672961;R-HSA-170965;R-HSA-5672972;R-HSA-5672973;R-HSA-170975;R-HSA-5672969;R-HSA-170978;R-HSA-5686071;R-HSA-170979;R-HSA-170977;R-HSA-5658430;R-HSA-5675198;R-HSA-167019;R-HSA-5675194;R-HSA-5658424;R-HSA-5675431;R-HSA-5675433
R-HSA-169893,Prolonged ERK activation events,24,273,0.022561983,0.623289183,0.623289183,42,50,0.005158362,48887,Homo sapiens,PSMD11;RPN2;KIDINS220;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-170964;R-HSA-5672961;R-HSA-170965;R-HSA-5672972;R-HSA-5672973;R-HSA-170975;R-HSA-5672969;R-HSA-5672950;R-HSA-170978;R-HSA-5672951;R-HSA-169891;R-HSA-170979;R-HSA-170977;R-HSA-169895;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-169901;R-HSA-5675431;R-HSA-169904;R-HSA-169905;R-HSA-5675373;R-HSA-5675433
R-HSA-382556,ABC-family proteins mediated transport,11,127,0.010495868,0.624170344,0.624170344,6,29,0.00299185,48887,Homo sapiens,PSMD9;PSMD11;ABCB10;PSMD7;DHX33;RPN2;PSMD2;PSME4;DERL1;ERLIN1;VPS37B,,R-HSA-8866551;R-HSA-8866546;R-HSA-382560;R-HSA-8866542;R-HSA-5223317;R-HSA-8866553
R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),6,70,0.005785124,0.626030872,0.626030872,1,5,5.16E-04,48887,Homo sapiens,PSMD9;PSMD11;PSMD7;RPN2;PSMD2;PSME4,,R-HSA-1236970
R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,8,93,0.00768595,0.626126336,0.626126336,21,47,0.00484886,48887,Homo sapiens,MAP2K3;JUN;MAPK8;RPS6KA5;PPP2R1B;MAPK1;HMGB1;MAPK14,,R-HSA-168162;R-HSA-168166;R-HSA-199910;R-HSA-198756;R-HSA-450222;R-HSA-198731;R-HSA-168136;R-HSA-450348;R-HSA-450346;R-HSA-198669;R-HSA-450292;R-HSA-450325;R-HSA-199959;R-HSA-203797;R-HSA-450257;R-HSA-168053;R-HSA-198746;R-HSA-168440;R-HSA-450333;R-HSA-199935;R-HSA-450296
R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,2,23,0.001900826,0.626592243,0.626592243,6,6,6.19E-04,48887,Homo sapiens,PCNA;RPA2,,R-HSA-110368;R-HSA-110371;R-HSA-5651809;R-HSA-110363;R-HSA-5651805;R-HSA-110364
R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,2,23,0.001900826,0.626592243,0.626592243,3,3,3.10E-04,48887,Homo sapiens,CDC20;CDH1;ANAPC5,,R-HSA-174227;R-HSA-174120;R-HSA-174157
R-HSA-73980,RNA Polymerase III Transcription Termination,2,23,0.001900826,0.626592243,0.626592243,2,2,2.06E-04,48887,Homo sapiens,POLR3E;POLR3F,,R-HSA-113449;R-HSA-113454
R-HSA-6804760,Regulation of TP53 Activity through Methylation,2,23,0.001900826,0.626592243,0.626592243,9,12,0.001238007,48887,Homo sapiens,ATM;TP53,,R-HSA-6804276;R-HSA-3222116;R-HSA-6805730;R-HSA-6804242;R-HSA-6804383;R-HSA-6805740;R-HSA-6805755;R-HSA-3222237;R-HSA-6804379
R-HSA-416993,Trafficking of GluR2-containing AMPA receptors,2,23,0.001900826,0.626592243,0.626592243,2,3,3.10E-04,48887,Homo sapiens,AP2S1;AP2A1,,R-HSA-421007;R-HSA-416639
R-HSA-5656169,Termination of translesion DNA synthesis,3,35,0.002892562,0.62689446,0.62689446,9,9,9.29E-04,48887,Homo sapiens,PCNA;RPA2;CSNK1G1,,R-HSA-5653766;R-HSA-5653780;R-HSA-5653840;R-HSA-5653838;R-HSA-5653756;R-HSA-5653754;R-HSA-5653770;R-HSA-5653786;R-HSA-5655193
R-HSA-5674135,MAP2K and MAPK activation,4,47,0.003884298,0.630237148,0.630237148,8,8,8.25E-04,48887,Homo sapiens,RAP1B;YWHAB;MAPK1,,R-HSA-5672980;R-HSA-5674132;R-HSA-5674373;R-HSA-5672978;R-HSA-5674130;R-HSA-5674366;R-HSA-5672972;R-HSA-5672973
R-HSA-5696395,Formation of Incision Complex in GG-NER,4,47,0.003884298,0.630237148,0.630237148,8,10,0.001031672,48887,Homo sapiens,GTF2H2C;RPA2;GTF2H1;GTF2H2;RAD23B,,R-HSA-6790487;R-HSA-6790454;R-HSA-5690996;R-HSA-5689861;R-HSA-5689317;R-HSA-5696670;R-HSA-5690991;R-HSA-5691000
R-HSA-400508,"Incretin synthesis, secretion, and inactivation",4,47,0.003884298,0.630237148,0.630237148,3,12,0.001238007,48887,Homo sapiens,SPCS3;CTNNB1;SEC11A;SEC11C,,R-HSA-381799;R-HSA-400496;R-HSA-400459
R-HSA-912526,Interleukin receptor SHC signaling,24,274,0.022644628,0.630260788,0.630260788,37,45,0.004642526,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;PIK3CD;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-5672980;R-HSA-912527;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-508247;R-HSA-5675206;R-HSA-5672965;R-HSA-913374;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-913424;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-5675431;R-HSA-453111;R-HSA-453104;R-HSA-5675373;R-HSA-5675433
R-HSA-432722,Golgi Associated Vesicle Biogenesis,5,59,0.004876033,0.634648663,0.634648663,5,6,6.19E-04,48887,Homo sapiens,SNAPIN;TFRC;AP3S1;TXNDC5;PICALM,,R-HSA-421831;R-HSA-429815;R-HSA-421836;R-HSA-421835;R-HSA-421833
R-HSA-167044,Signalling to RAS,24,275,0.022727273,0.637173513,0.637173513,38,49,0.005055194,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;MAPK14;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-171011;R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-167056;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5685366;R-HSA-5672951;R-HSA-5686071;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-167019;R-HSA-187688;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-5675431;R-HSA-167217;R-HSA-5675373;R-HSA-5675433
R-HSA-112126,ALKBH3 mediated reversal of alkylation damage,1,11,9.09E-04,0.637929522,0.637929522,6,6,6.19E-04,48887,Homo sapiens,ASCC3,,R-HSA-5657637;R-HSA-5657617;R-HSA-112123;R-HSA-112125;R-HSA-5657642;R-HSA-112124
R-HSA-164940,Nef mediated downregulation of MHC class I complex cell surface expression,1,11,9.09E-04,0.637929522,0.637929522,4,4,4.13E-04,48887,Homo sapiens,HLA-A,,R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-182286
R-HSA-163680,AMPK inhibits chREBP transcriptional activation activity,1,11,9.09E-04,0.637929522,0.637929522,3,4,4.13E-04,48887,Homo sapiens,PRKAA2,,R-HSA-163664;R-HSA-164151;R-HSA-163691
R-HSA-444473,Formyl peptide receptors bind formyl peptides and many other ligands,1,11,9.09E-04,0.637929522,0.637929522,2,3,3.10E-04,48887,Homo sapiens,ANXA1,,R-HSA-444476;R-HSA-391913
R-HSA-5652227,Fructose biosynthesis,1,11,9.09E-04,0.637929522,0.637929522,1,2,2.06E-04,48887,Homo sapiens,SORD,,R-HSA-5652195
R-HSA-180336,SHC1 events in EGFR signaling,23,264,0.021818182,0.638653718,0.638653718,35,43,0.004436191,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-177925;R-HSA-5674385;R-HSA-5675417;R-HSA-177933;R-HSA-5672966;R-HSA-5675206;R-HSA-177936;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-177945;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-5675431;R-HSA-5675373;R-HSA-5675433
R-HSA-1250347,SHC1 events in ERBB4 signaling,23,264,0.021818182,0.638653718,0.638653718,35,43,0.004436191,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-1250383;R-HSA-5672969;R-HSA-1250380;R-HSA-5672950;R-HSA-5672951;R-HSA-1250357;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-5675431;R-HSA-5675373;R-HSA-5675433;R-HSA-1250348
R-HSA-179812,GRB2 events in EGFR signaling,23,264,0.021818182,0.638653718,0.638653718,34,42,0.004333024,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-177938;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-177943;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-5675431;R-HSA-109813;R-HSA-5675373;R-HSA-5675433
R-HSA-112412,SOS-mediated signalling,23,264,0.021818182,0.638653718,0.638653718,33,41,0.004229857,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-74736;R-HSA-5675431;R-HSA-109817;R-HSA-5675373;R-HSA-5675433
R-HSA-5673001,RAF/MAP kinase cascade,23,264,0.021818182,0.638653718,0.638653718,31,39,0.004023522,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;FRS2;PPP2R5C;EGFR;RASGRP3;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;GRB2;JAK1,,R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-5672950;R-HSA-5672951;R-HSA-5675376;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5658424;R-HSA-5675431;R-HSA-5675373;R-HSA-5675433
R-HSA-2428928,IRS-related events triggered by IGF1R,28,320,0.026446281,0.638685598,0.638685598,48,77,0.007943877,48887,Homo sapiens,PRKAA1;PRKAA2;PSMD11;RPN2;YWHAB;SHC1;IRS1;GAB1;FRS2;PPP2R5C;EGFR;RASGRP3;IGF1R;RAP1B;PSMD9;PSMD7;KBTBD6;PPP2R1B;PSMD2;PSME4;MAPK1;THEM4;GRB2;JAK1,,R-HSA-109699;R-HSA-5672980;R-HSA-5674132;R-HSA-5672978;R-HSA-5674130;R-HSA-109700;R-HSA-5674387;R-HSA-380930;R-HSA-5674385;R-HSA-5675417;R-HSA-5672966;R-HSA-380949;R-HSA-5675206;R-HSA-5672965;R-HSA-5674373;R-HSA-165718;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-2428926;R-HSA-5672973;R-HSA-5672969;R-HSA-2428922;R-HSA-5672950;R-HSA-5672951;R-HSA-447074;R-HSA-200421;R-HSA-5675376;R-HSA-2428930;R-HSA-5658430;R-HSA-5672958;R-HSA-5674366;R-HSA-5675198;R-HSA-5672828;R-HSA-5672957;R-HSA-5672954;R-HSA-5675194;R-HSA-5672824;R-HSA-5658424;R-HSA-74737;R-HSA-74736;R-HSA-5675431;R-HSA-109817;R-HSA-380927;R-HSA-5675373;R-HSA-165692;R-HSA-5675433
R-HSA-73854,RNA Polymerase I Promoter Clearance,7,83,0.006859504,0.644393853,0.644393853,6,9,9.29E-04,48887,Homo sapiens,CAST;GTF2H2C;H2AFZ;HDAC1;RPA2;GTF2H1;GTF2H2;GATAD2B,,R-HSA-73718;R-HSA-73865;R-HSA-73769;R-HSA-73739;R-HSA-73757;R-HSA-73758
R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,3,36,0.002975207,0.645624815,0.645624815,14,14,0.001444341,48887,Homo sapiens,PCNA;PRIM1;RPA2,,R-HSA-174438;R-HSA-174439;R-HSA-174441;R-HSA-174446;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-174451;R-HSA-174448;R-HSA-174452;R-HSA-174427;R-HSA-174456;R-HSA-174425;R-HSA-176702
R-HSA-76046,RNA Polymerase III Transcription Initiation,3,36,0.002975207,0.645624815,0.645624815,10,13,0.001341174,48887,Homo sapiens,GTF3C4;POLR3E;POLR3F,,R-HSA-112150;R-HSA-76054;R-HSA-112152;R-HSA-76056;R-HSA-83803;R-HSA-83723;R-HSA-83805;R-HSA-76060;R-HSA-83788;R-HSA-83790
